,course_name,course_link,course_instr,course_rating,coures_reviews,course_totalHourse,course_lectures,course_level,price,price_dis,course_enrollmenters
2679,Best online teaching tools for teachers,https://www.udemy.com/course/best-online-teaching-tools-for-teacher/,Leo anto richard,5.0,1,1.0,10,Beginner,19.99,11.99,5
2680,ベトナム語の単語のコース3,https://www.udemy.com/course/vietnamese-vocabulary-3-japan/,Vietnamese Language Center,4.0,1,1.0,11,Beginner,19.99,11.99,1
2681,Basic Nepali Language for Beginners Course 2,https://www.udemy.com/course/basic-nepali-language-for-beginners-course-2/,Roshani (Sanee),5.0,1,2.0,20,Beginner,29.99,11.99,6
2682,Astronomy : The Mysterious Moon,https://www.udemy.com/course/the-mysterious-moon/,Astron SHK Trust,3.0,1,30.0,8,Beginner,24.99,11.99,0
2683,Comprehensive Interactive Russian Course for everyone,https://www.udemy.com/course/comprehensive-interactive-russian-course-for-everyone/,Nazim Turdiev,4.5,1,4.0,67,Beginner,99.99,11.99,6
2684,Pure Mathematics for Beginners - Lesson 5 - Real Analysis,https://www.udemy.com/course/pure-mathematics-for-beginners-lesson-5-real-analysis/,Steve Warner,4.0,1,1.0,5,Beginner,19.99,11.99,18
2685,How to Survive Nursing School,https://www.udemy.com/course/how-to-survive-nursing-school/,Joy Fioda,2.0,1,39.0,8,Intermediate,24.99,11.99,0
2686,Let's Master British Slang & Colloquialisms,https://www.udemy.com/course/lets-master-british-slang-colloquialisms/,Jade Ball,4.5,1,31.0,6,All Levels,24.99,11.99,511
2687,How to Write a Top Quality Research Paper,https://www.udemy.com/course/how-to-write-a-top-quality-research-paper/,Aren Lerner,4.0,1,40.0,10,Beginner,19.99,11.99,7
2688,Design basis & Process interface with Piping Discipline,https://www.udemy.com/course/design-basis/,Atul Singla,5.0,1,41.0,5,Intermediate,19.99,11.99,2
2689,Machine Learning in Artificial Intelligence,https://www.udemy.com/course/machine-learning-in-artificial-intelligence/,Dr. Alper Karakus,2.5,1,1.0,34,All Levels,24.99,11.99,1
2690,Chinese Characters You Must Know for HSK 6 Volume 35,https://www.udemy.com/course/chinese-characters-you-must-know-for-hsk-5-volume-35/,David Yao,5.0,1,1.5,11,Expert,129.99,11.99,259
2691,Sell online courses on Skillshare,https://www.udemy.com/course/how-to-create-an-awesome-online-course-u/,Nicolas Forgue,4.5,1,2.5,41,Beginner,49.99,11.99,4
2692,How to be a WOW Teacher?,https://www.udemy.com/course/how-to-be-a-wow-teacher/,Dr. Dheeraj Mehrotra,4.5,1,32.0,9,All Levels,19.99,11.99,0
2693,Henri Rousseau and Symbolist Art,https://www.udemy.com/course/henri-rousseau-and-symbolist-art/,Federico von Borstel,2.5,1,1.5,17,All Levels,129.99,11.99,17
2694,Race Track Setup - High Downforce Race Car,https://www.udemy.com/course/race-track-car-setup/,"Shi Yan, CEng MIMechE",5.0,1,1.5,21,Expert,0.0,49.99,6
2695,Class IX Maths- Linear Equations in two variables,https://www.udemy.com/course/class-ix-maths-linear-equations-in-two-variables/,Neelam Sabharwal,5.0,1,2.5,5,All Levels,19.99,11.99,1
2696,Hybrid Vehicle Technology,https://www.udemy.com/course/hybrid_vehicle_technology/,Nuri̇ Yönet,5.0,1,1.0,5,Intermediate,74.99,11.99,2
2697,German course for English speakers,https://www.udemy.com/course/german-course-for-english-speakers/,Olga Mukhina,3.0,1,1.5,23,All Levels,84.99,11.99,2
2698,Create Interactive Courses in Articulate Storyline 360,https://www.udemy.com/course/create-interactive-courses-in-articulate-storyline-360/,Divine Move Solution,5.0,1,2.5,41,All Levels,129.99,11.99,2
2699,German History Course: German Memory Culture Since 1945,https://www.udemy.com/course/german-memory-culture-since-1945/,Rebecca Pfabel,4.0,1,1.0,13,Intermediate,74.99,11.99,4
2700,ONLINE VERILOG HDL MASTERY,https://www.udemy.com/course/online-verilog-hdl-mastery/,Yasmeen Sultana,3.5,1,1.0,26,Beginner,19.99,11.99,7
2701,Studying 19th Century Novels,https://www.udemy.com/course/studying-19th-century-novels/,Paul Rogers,4.0,1,2.0,11,Intermediate,19.99,11.99,8
2702,"Indices, Surds and Logarithms",https://www.udemy.com/course/indices-surds-and-logarithms/,Cansu Olce,4.5,1,1.5,7,All Levels,29.99,11.99,1
2703,Gender Protection in Emergency Setting,https://www.udemy.com/course/gender-protection-in-emergency-setting/,Anna Rocchi,4.0,1,2.0,11,All Levels,0.0,24.99,1
2704,PTE Speaking Masterclass,https://www.udemy.com/course/pte-speaking-masterclass/,Ravinder Kumar,4.0,1,1.0,9,All Levels,19.99,11.99,175
2705,Intermediate level English grammar,https://www.udemy.com/course/intermediate-level-english-grammar/,Maria Zen,5.0,1,5.5,37,Intermediate,19.99,11.99,9
2706,Chemical Bonding & Structure,https://www.udemy.com/course/chemical-bonding-structure-ib-diploma-hl-sl/,Leadib Academy,5.0,1,2.0,11,All Levels,129.99,11.99,339
2707,Speak Saudi accent in daily life,https://www.udemy.com/course/saudi-accent-in-daily-life/,NOUF SALAH,5.0,1,2.5,28,All Levels,129.99,11.99,7
2708,German Simplified (Beginner),https://www.udemy.com/course/german-simplified-beginner/,Geetika Batra,5.0,1,3.5,48,Beginner,0.0,24.99,2
2709,iGCSE Chemistry/ AP Chemistry 2021: Part 2,https://www.udemy.com/course/igcse-gcse-chemistry-online-course/,"IGCSEprep Team, Andrew Roden-Bow",5.0,1,4.0,20,All Levels,19.99,11.99,9
2710,Romanian language and conversation,https://www.udemy.com/course/romanian-language-conversation/,Laura Mois,3.5,1,1.0,7,Intermediate,19.99,11.99,9
2711,Improve Your Reading Skills 2,https://www.udemy.com/course/phonics-and-poetry-for-adults-part-2/,Marcy Sproull,4.0,1,2.0,38,Beginner,24.99,11.99,6
2712,Algebra Animations: Basic Foundations for Success,https://www.udemy.com/course/algebra-animations-basic-foundations-for-success/,Frank Avella,4.0,1,2.0,37,Beginner,29.99,11.99,6
2713,Ultimate 'Power and Conflict' Poetry GCSE Course!,https://www.udemy.com/course/ultimate-english-language-aqa-gcse-power-conflict-course/,Barbara Njau,4.0,1,3.5,24,Expert,19.99,11.99,70
2714,Radiology,https://www.udemy.com/course/radiology-important-topics-1-ssb-lecture-series/,Ss B,1.0,1,1.0,12,Beginner,129.99,11.99,6
2715,1. Exam Practice for GCSE Maths Foundation Level,https://www.udemy.com/course/1-exam-practice-for-gcse-maths-foundation-level/,Val Baker,5.0,1,2.5,30,All Levels,19.99,11.99,4
2716,UK University and Medical School Admissions,https://www.udemy.com/course/uk-university-and-medical-school-admissions/,eGuru LLC,5.0,1,1.0,14,All Levels,19.99,11.99,8
2717,Supervising Research Students Using NVivo 12,https://www.udemy.com/course/supervising-research-students-using-nvivo/,Adroit Research,3.0,1,34.0,9,Intermediate,0.0,34.99,5
2718,Guided Reading for Young Readers & English Language Learners,https://www.udemy.com/course/arov-guided-reading-1-1/,AROV Education,4.5,1,3.0,7,Beginner,19.99,11.99,1010
2719,Pure Mathematics for Beginners - Lesson 2 - Set Theory,https://www.udemy.com/course/pure-mathematics-for-beginners-lesson-2-set-theory/,Steve Warner,5.0,1,1.0,5,Beginner,19.99,11.99,19
2720,Graduate Student Toolkit: Publishing Your Research,https://www.udemy.com/course/publish_research/,"Todd Bottom, Ph.D. - Founder Research Learning Center",4.0,1,5.5,45,Intermediate,119.99,11.99,10
2721,Passion Blog Pro (Starter Edition),https://www.udemy.com/course/passion-blog-pro-starter-edition/,Demetris Papadopoulos,5.0,1,1.5,13,All Levels,19.99,11.99,5
2722,UPPER LIMB ANATOMY for MEDICAL STUDENTS,https://www.udemy.com/course/anatomy-upper-limb/,Anatomy Medical,4.0,1,10.0,13,Intermediate,0.0,19.99,1064
2723,Chinese Characters You Must Know for HSK 6 Volume 35,https://www.udemy.com/course/chinese-characters-you-must-know-for-hsk-5-volume-35/,David Yao,5.0,1,1.5,11,Expert,129.99,11.99,259
2724,Sell online courses on Skillshare,https://www.udemy.com/course/how-to-create-an-awesome-online-course-u/,Nicolas Forgue,4.5,1,2.5,41,Beginner,49.99,11.99,4
2725,How to be a WOW Teacher?,https://www.udemy.com/course/how-to-be-a-wow-teacher/,Dr. Dheeraj Mehrotra,4.5,1,32.0,9,All Levels,19.99,11.99,0
2726,Northern Renaissance Art,https://www.udemy.com/course/northern-renaissance-art/,Dr. Lily Filson,3.0,1,1.5,7,All Levels,24.99,11.99,21
2727,How to Teach Basic Drawing to beginners,https://www.udemy.com/course/how-to-teach-drawing-for-kids-and-beginners/,Noreen Butt,4.0,1,41.0,17,Beginner,59.99,11.99,7
2728,Arabic for Beginners/Lower Intermediate,https://www.udemy.com/course/arabic-for-beginnerslower-intermediate/,Chris Beaumont,5.0,1,7.5,37,All Levels,0.0,99.99,5
2729,Becomes ACTING INSTRUCTOR by fun CAMP(behavior games),https://www.udemy.com/course/film-acting-instructor-online-certificate-open-your-class/,Indah Miracelova (Baliwood Universal Village Campus),5.0,1,44.0,59,Beginner,59.99,11.99,8
2730,Batch Distillation in Chemical & Process Engineering,https://www.udemy.com/course/batch-distillation-in-chemical-process-engineering/,Chemical Engineering Guy,3.0,1,6.0,88,Beginner,24.99,11.99,698
2731,Basics of NMR & introduction to C13,https://www.udemy.com/course/basics-of-nmr-introduction-to-c13/,Gokul Ganesan,5.0,1,3.0,7,Intermediate,19.99,11.99,5
2732,Friction Stir Welding of Polymers,https://www.udemy.com/course/friction-stir-welding-of-polymers/,Akshansh Mishra,5.0,1,1.0,13,Beginner,29.99,11.99,2
2733,Learn Structural Analysis for Indeterminate problem in 2 hrs,https://www.udemy.com/course/learn-structural-analysis-2-in-5-lectures/,Osman Aydin,3.0,1,1.5,5,Intermediate,19.99,11.99,8
2734,Acing your Research Project & Research Methods Course,https://www.udemy.com/course/acing-your-research-project-research-methods-course/,Glensinos Interdisciplinary Center,4.0,1,1.5,16,All Levels,39.99,11.99,9
2735,Miners and Ghost Towns of the American West,https://www.udemy.com/course/miners-and-ghost-towns-of-the-american-west/,Federico von Borstel,5.0,1,1.5,17,All Levels,129.99,11.99,1
2736,Linear Integrated Circuits and Applications : For all Levels,https://www.udemy.com/course/linear-integrated-circuits-and-applications-for-all-levels/,Srinivas Andoor,5.0,1,7.0,52,All Levels,129.99,11.99,11
2737,FCE | B2 First - Cambridge English Examiner Top Tips To Pass,https://www.udemy.com/course/cambridge-b2-first-examiner-top-tips-to-pass/,Álysson Correia,4.5,1,2.0,29,Intermediate,109.99,11.99,4
2738,Improve your Spoken English/Communication & Writing Skills,https://www.udemy.com/course/improve-your-spoken-englishcommunication-writing-skills/,Jewaria Tanweir,1.0,1,36.0,9,All Levels,99.99,11.99,2
2739,Learn Chinese Sentence Patterns in Daily Life 汉语常用句型,https://www.udemy.com/course/chinese-sentence-patterns-in-daily-life/,LingoChinese Mandarin School,5.0,1,7.0,58,Intermediate,24.99,11.99,9
2740,From Zero to Hero on Linkedin,https://www.udemy.com/course/from-zero-to-hero-on-linkedin/,Ardit Sula,4.0,1,2.0,26,All Levels,19.99,11.99,6
2741,Learn to Read The Qaa-edah / Qur'aan,https://www.udemy.com/course/learn-to-read-the-quraan-perfectly/,Mohamed Aslam Gafur,5.0,1,8.0,62,All Levels,19.99,11.99,3
2742,Learn How to Write and Self Publish Your Book,https://www.udemy.com/course/write-the-book-right-now/,Cynthia Young,5.0,1,1.5,18,All Levels,24.99,11.99,16
2743,Fertilization and irrigation - Become an expert,https://www.udemy.com/course/fertilization-and-irrigation/,Guy Sela,4.5,1,11.5,10,Intermediate,0.0,199.99,4
2744,Level 1A Japanese Lesson (Basic),https://www.udemy.com/course/level-1a-japanese-lesson-basic/,Victoria Huang,4.0,1,3.0,63,Beginner,49.99,11.99,12
2745,CFA Level 1 (2020) FIXED INCOME,https://www.udemy.com/course/cfa-level-1-2020-fixed-income/,Pramod Kumar,4.5,1,6.0,15,Intermediate,129.99,11.99,9
2746,The Complete English Grammar Courses 1_ (A1-C1) level .,https://www.udemy.com/course/english-grammar-tenses-p/,Ekhlas Z.M,5.0,1,1.0,9,Expert,19.99,11.99,12
2747,Learn Chinese Sentence Patterns in Daily Life 汉语常用句型,https://www.udemy.com/course/chinese-sentence-patterns-in-daily-life/,LingoChinese Mandarin School,5.0,1,7.0,58,Intermediate,24.99,11.99,9
2748,Basic Algebra,https://www.udemy.com/course/basic-algebra-z/,Verna Phillips,2.0,1,6.5,26,Intermediate,19.99,11.99,0
2749,French Fundamentals (Grammar),https://www.udemy.com/course/french-fundamentals/,Jacques Z.,5.0,1,2.0,12,Beginner,0.0,94.99,1
2750,Mathematics behind the elliptical orbits of planets,https://www.udemy.com/course/mathematics-behind-the-elliptical-orbits-of-planets/,Emanuele Pesaresi,5.0,1,3.5,15,All Levels,29.99,11.99,11
2751,Practical Methods for Legal Investigations,https://www.udemy.com/course/legal-investigations/,Associates In Forensic Investigations Beers,3.0,1,3.0,8,Beginner,49.99,11.99,3
2752,NerdLevels Unity Project 3: Build a Dungeon Crawler!,https://www.udemy.com/course/nerdlevels-unity-project-3-build-a-dungeon-crawler/,Alex Larrimore,3.5,1,2.5,38,Beginner,99.99,11.99,10
2753,Improve your Spoken English/Communication & Writing Skills,https://www.udemy.com/course/improve-your-spoken-englishcommunication-writing-skills/,Jewaria Tanweir,1.0,1,36.0,9,All Levels,99.99,11.99,2
2754,Linear Integrated Circuits and Applications : For all Levels,https://www.udemy.com/course/linear-integrated-circuits-and-applications-for-all-levels/,Srinivas Andoor,5.0,1,7.0,52,All Levels,129.99,11.99,11
2755,Master in Integration ( Calculus - I),https://www.udemy.com/course/master-in-integrations/,Dr. Zeeshan Saleem Mufti,4.5,1,2.0,12,All Levels,19.99,11.99,174
2756,CFA Level 1 (2020) FIXED INCOME,https://www.udemy.com/course/cfa-level-1-2020-fixed-income/,Pramod Kumar,4.5,1,6.0,15,Intermediate,129.99,11.99,9
2757,Solving quadratic equations using various methods,https://www.udemy.com/course/qesolved/,Christof Alberts,5.0,1,1.0,6,All Levels,19.99,11.99,9
2758,Enjoy learning Spanish (level A1),https://www.udemy.com/course/enjoy-learning-spanish/,Lydia de la Guía,4.0,1,1.0,24,Beginner,49.99,11.99,2
2759,Painting Master Class - Cherry Mood,https://www.udemy.com/course/painting-master-class-cherry-mood/,Елена Ильичева,4.5,1,8.0,6,All Levels,99.99,11.99,23
2760,Diploma in Heart Failure: Fundamentals & therapy,https://www.udemy.com/course/heart-failure-fundamentals-and-therapy/,"Prof. Dr N. Kumar, MD, PhD, MSc, MCSE, ECES, FACC, FESC, FRCP-Edin",5.0,1,6.0,13,All Levels,99.99,11.99,37
2761,COORDINATE GEOMETRY -Become an expert in coordinate geometry,https://www.udemy.com/course/coordinate-geometry-by-soumyak/,Soumya Kudikyala,5.0,1,1.0,12,All Levels,19.99,11.99,3
2762,Educating the Client equals Client Retention,https://www.udemy.com/course/educating-the-client-equals-client-retention/,Candice Coleman,2.5,1,2.0,37,Beginner,0.0,24.99,14
2763,"3 Sec Method to calculate Square root, cube root| Vedic Math",https://www.udemy.com/course/3-sec-method-to-calculate-square-root-cube-root-fifth-root/,Sandesh Laddha,4.5,1,35.0,6,Beginner,19.99,11.99,5
2764,Beginner's guide to Graph Theory Part 1,https://www.udemy.com/course/beginners-guide-to-graph-theory-discrete-mathematics/,Suman Mathews,4.5,1,36.0,11,Beginner,19.99,11.99,13
2765,Anime Module 5 Motion Basic,https://www.udemy.com/course/anime-module-5-motion-basic/,"Aso College Group (Japan) Anime and Manga Course, Contents Provider ASO College Group",5.0,1,1.5,21,All Levels,0.0,19.99,10
2766,Beginning Algebra 1,https://www.udemy.com/course/beginning-algebra-1/,Stephen Zuro,3.0,1,3.5,126,Beginner,34.99,11.99,7
2767,Achieve Desired Results in Exams,https://www.udemy.com/course/conquerexamfear/,Karan Veer Singh,5.0,1,1.5,6,All Levels,19.99,11.99,10
2768,Fast learning of Russian language for beginners,https://www.udemy.com/course/fast-learning-of-russian-language-for-beginners/,Lingua Liubasha,5.0,1,3.5,17,Beginner,0.0,149.99,1
2769,Introduction to Wind Energy,https://www.udemy.com/course/introduction-to-wind-energy/,Kiran Ramkrishna Beldar,4.0,1,3.0,26,Beginner,49.99,11.99,12
2770,NCERT Solutions for Class 9th Maths Term 2 (SA2),https://www.udemy.com/course/ncert-solutions-for-class-9th-maths-term-2-sa2/,Phani Raju,5.0,1,7.5,145,All Levels,0.0,19.99,697
2771,Learn Basics of Hydraulic Machines in the most easiest way,https://www.udemy.com/course/learn-basics-of-hydraulic-machines-in-the-most-easiest-way/,Ruchin Tejawat,5.0,1,1.0,7,All Levels,19.99,11.99,178
2772,"Business Studies Principles Of Management-Class XII,BBA ,MBA",https://www.udemy.com/course/principles-of-management-class-xii-bba-mba/,Mrs.Divyanshu .,5.0,1,2.0,5,All Levels,19.99,11.99,451
2773,How to organize Research idea for Paper/Dissertation,https://www.udemy.com/course/how-to-organize-research-idea-for-paperdissertation/,Muhammad Shakil Ahmad,5.0,1,1.5,28,All Levels,129.99,11.99,28
2774,Galileo Fares Course,https://www.udemy.com/course/galileo-fares-course/,Jai Virmani,5.0,1,1.0,10,Expert,124.99,11.99,2
2775,ASL | Holly Arrested Kurt | American Sign Language,https://www.udemy.com/course/asl-holly-arrested-kurt/,Able Lingo,4.0,1,2.5,55,Beginner,19.99,11.99,7
2776,English Grammar Genius | Speaking & Writing Beginner's Guide,https://www.udemy.com/course/english-grammar-genius/,Raphael Sheffield,4.0,1,3.0,35,All Levels,19.99,11.99,1
2777,"Circle , Triangle , Sector",https://www.udemy.com/course/circle-triangle-sector/,Omer Qahtan,3.0,1,33.0,6,All Levels,129.99,11.99,0
2778,Learn to Learn English,https://www.udemy.com/course/learn-to-learn-english/,Percin Imrek,5.0,1,1.0,9,All Levels,19.99,11.99,43
2779,VCE Biology Unit 3 week 1- plasma membranes and transport,https://www.udemy.com/course/vce-biology-unit-3-week-1-study/,Allison Elege,4.0,1,1.5,6,Beginner,19.99,11.99,476
2780,Commercial Acting 101,https://www.udemy.com/course/commercial-acting-101/,"Lisa Phillips, Colleen Hannon",3.5,1,44.0,8,All Levels,29.99,11.99,9
2781,The Complete College Application Toolbox,https://www.udemy.com/course/the-complete-college-application-toolbox/,"Arun Eswara, Kavin Sitsabeshon, Ali Farooqi, Rajiv Swamy",5.0,1,3.0,46,All Levels,99.99,11.99,10
2782,Discrete Event System Simulation,https://www.udemy.com/course/discrete-event-system-simulation/,Shivangi Bansal,5.0,1,15.5,46,Beginner,29.99,11.99,12
2783,A Walk Through Scotland's Past,https://www.udemy.com/course/a-walk-through-scotlands-past/,Rachael Spafford,3.0,1,43.0,22,Beginner,19.99,11.99,4
2784,PipeRack Design : Piping and layouts,https://www.udemy.com/course/piperack-design-piping-and-layouts/,Atul Singla,5.0,1,32.0,6,Intermediate,19.99,11.99,6
2785,Fundamentals of Arc Welding Engineering,https://www.udemy.com/course/arc-welding-engineering-specialization/,Centre for Mechanical and Material Sciences,4.0,1,2.0,25,Beginner,19.99,11.99,3
2786,Analytic Trigonometry: Inside of the Classroom,https://www.udemy.com/course/analytic-trigonometry-inside-of-the-classroom/,Brian McLogan,5.0,1,4.5,6,All Levels,29.99,11.99,8
2787,Industrial Star Delta Starter for a 3-Phase Induction Motor,https://www.udemy.com/course/industrial-star-delta-starter-for-a-3-phase-induction-motor/,Muhammad Kashif,5.0,1,1.5,16,All Levels,19.99,11.99,11
2788,Electrical Circuit Design for Embedded Systems,https://www.udemy.com/course/circuit-design-embedded/,Khuram Zahid,3.5,1,2.0,9,All Levels,99.99,11.99,11
